,pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,lon,lat
1488,2018011638.0,1.0,1.0,1.0,4000.0,210.0,476.0,,18380118.0,,,,,11.0,2018.0,12.0,69.0,4.0,5.0,1.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,205652.0,746958.0,35.05703245951695,32.8172567785303
1501,2018011737.0,1.0,1.0,1.0,4000.0,303.0,,,11430722.0,,,,,11.0,2018.0,9.0,81.0,1.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201086.0,745387.0,35.008305997938,32.8030243682112
1505,2018011761.0,1.0,1.0,1.0,4000.0,129.0,228.0,,18380035.0,,,,,11.0,2018.0,1.0,58.0,4.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206384.0,748844.0,35.06482246449464,32.834271581722945
1520,2018011866.0,1.0,1.0,1.0,4000.0,367.0,210.0,,30131.0,,,,,11.0,2018.0,3.0,24.0,4.0,5.0,6.0,2.0,2.0,0.0,3.0,3.0,1.0,5.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,205428.0,747125.0,35.05463796785649,32.81875976102787
1523,2018011892.0,1.0,1.0,2.0,4000.0,4059.0,,9999.0,,,,,,11.0,2018.0,2.0,31.0,4.0,1.0,7.0,2.0,11.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202073.0,744811.0,35.01885468184144,32.79784669195201
1528,2018011967.0,1.0,1.0,1.0,4000.0,191.0,303.0,,11410132.0,,,,,11.0,2018.0,1.0,26.0,4.0,5.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201823.0,744977.0,35.016182509495884,32.799339514829924
1538,2018012062.0,1.0,1.0,2.0,4000.0,859.0,,9999.0,,,,,,11.0,2018.0,5.0,39.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200223.0,746223.0,34.99907468858243,32.810547713117906
1579,2018012370.0,1.0,1.0,2.0,4000.0,526.0,,25.0,,,,,,11.0,2018.0,5.0,38.0,4.0,1.0,5.0,3.0,5.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198634.0,748621.0,34.98205416423353,32.83214114719587
1612,2018012709.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2018.0,5.0,49.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,6.0,8.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
1613,2018012710.0,1.0,1.0,2.0,4000.0,1210.0,,9999.0,,,,,,11.0,2018.0,1.0,51.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
1626,2018012829.0,1.0,1.0,1.0,4000.0,195.0,185.0,,12240121.0,,,,,11.0,2018.0,7.0,15.0,4.0,5.0,6.0,3.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207291.0,746717.0,35.07453755463736,32.81510308404502
1651,2018012986.0,1.0,1.0,2.0,4000.0,199.0,,9999.0,,,,,,11.0,2018.0,11.0,47.0,4.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,206080.0,746835.0,35.06160459670226,32.816152996760295
1717,2018013574.0,1.0,1.0,1.0,4000.0,912.0,958.0,,13220515.0,,,,,12.0,2018.0,1.0,57.0,4.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199935.0,745025.0,34.996024751671,32.79974040772459
1720,2018013591.0,1.0,1.0,1.0,4000.0,436.0,537.0,,18380256.0,,,,,11.0,2018.0,5.0,45.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198919.0,748436.0,34.985102108450555,32.83047840239945
1724,2018013602.0,1.0,1.0,2.0,4000.0,635.0,,100.0,,,,,,11.0,2018.0,3.0,79.0,4.0,5.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199003.0,745958.0,34.98605388996078,32.80813620247762
1800,2018014217.0,1.0,1.0,2.0,4000.0,598.0,,2.0,,,,,,11.0,2018.0,10.0,33.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,196681.0,747135.0,34.96123236064613,32.81870334461551
1807,2018014251.0,1.0,1.0,2.0,4000.0,1057.0,,9999.0,,,,,,11.0,2018.0,12.0,47.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201800.0,743282.0,35.01596918954369,32.78405547905239
1832,2018014430.0,1.0,1.0,2.0,4000.0,1204.0,,1.0,,,,,,11.0,2018.0,11.0,73.0,4.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,3.0,197017.0,743518.0,34.96490781404818,32.78609625550856
1859,2018014581.0,1.0,1.0,2.0,4000.0,210.0,,48.0,,,,,,11.0,2018.0,11.0,41.0,4.0,1.0,4.0,3.0,7.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206231.0,746580.0,35.06322065447192,32.81385551594693
1861,2018014586.0,1.0,1.0,2.0,4000.0,348.0,,114.0,,,,,,11.0,2018.0,1.0,69.0,4.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,199942.0,747464.0,34.996048173109344,32.821732687781406
1872,2018014668.0,1.0,1.0,2.0,4000.0,164.0,,35.0,,,,,,11.0,2018.0,6.0,77.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,206417.0,747690.0,35.0651911557565,32.823866493874824
1880,2018014750.0,1.0,1.0,2.0,4000.0,811.0,,27.0,,,,,,11.0,2018.0,7.0,5.0,4.0,5.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199628.0,746930.0,34.99270641385881,32.81691205887909
1886,2018014789.0,1.0,1.0,1.0,4000.0,370.0,354.0,,90224.0,,,,,11.0,2018.0,8.0,42.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,200181.0,747113.0,34.9986077318969,32.8185719911487
1902,2018014933.0,1.0,1.0,2.0,4000.0,210.0,,9999.0,,,,,,11.0,2018.0,8.0,67.0,4.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205484.0,747085.0,35.05523657195338,32.81839979931397
1914,2018015044.0,1.0,1.0,1.0,4000.0,426.0,354.0,,18380655.0,,,,,11.0,2018.0,4.0,64.0,4.0,1.0,7.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199076.0,748078.0,34.986786734709696,32.82725329934102
1927,2018015168.0,1.0,1.0,2.0,4000.0,974.0,,2.0,,,,,,11.0,2018.0,9.0,54.0,3.0,1.0,6.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,197104.0,743988.0,34.96582519361811,32.79033596503484
1939,2018015299.0,1.0,1.0,2.0,4000.0,367.0,,9999.0,,,,,,11.0,2018.0,5.0,68.0,4.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,204872.0,746137.0,35.048716206529825,32.80984382480298
1958,2018015424.0,1.0,1.0,1.0,4000.0,185.0,195.0,,12240121.0,,,,,11.0,2018.0,3.0,55.0,4.0,1.0,5.0,3.0,2.0,0.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207291.0,746717.0,35.07453755463736,32.81510308404502
1973,2018015545.0,1.0,1.0,2.0,4000.0,1020.0,,127.0,,,,,,11.0,2018.0,11.0,63.0,4.0,1.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,202625.0,743359.0,35.024774198437555,32.78476272076348
1988,2018015658.0,1.0,1.0,2.0,4000.0,314.0,,2.0,,,,,,11.0,2018.0,5.0,54.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200335.0,746934.0,35.000255918521425,32.816960664577074
1991,2018015677.0,1.0,1.0,2.0,4000.0,348.0,,9999.0,,,,,,12.0,2018.0,7.0,84.0,4.0,5.0,1.0,3.0,4.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200286.0,747145.0,34.9997283170639,32.81886236894626
2005,2018015788.0,1.0,1.0,1.0,4000.0,210.0,205.0,,170131.0,,,,,11.0,2018.0,9.0,61.0,4.0,1.0,5.0,3.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206298.0,746545.0,35.063936577898474,32.81354072907716
2012,2018015839.0,1.0,1.0,1.0,4000.0,866.0,865.0,,50525.0,,,,,11.0,2018.0,7.0,59.0,4.0,1.0,2.0,3.0,4.0,0.0,3.0,1.0,1.0,3.0,3.0,11.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200183.0,746574.0,34.998640291593716,32.813711934572176
2034,2018016000.0,1.0,1.0,1.0,4000.0,982.0,554.0,,18380836.0,,,,,11.0,2018.0,3.0,63.0,4.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196283.0,747477.0,34.95697375870154,32.821778775060494
2050,2018016114.0,1.0,1.0,2.0,4000.0,1015.0,,48.0,,,,,,11.0,2018.0,11.0,82.0,4.0,5.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,202028.0,744825.0,35.01837399558189,32.797972215884926
2090,2018016357.0,1.0,1.0,1.0,4000.0,974.0,564.0,,17940431.0,,,,,11.0,2018.0,10.0,59.0,4.0,1.0,7.0,3.0,2.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196766.0,743985.0,34.96221706986305,32.79030198937315
2138,2018016713.0,1.0,1.0,1.0,4000.0,268.0,195.0,,16740131.0,,,,,11.0,2018.0,4.0,95.0,4.0,5.0,2.0,3.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,203340.0,743949.0,35.03239624012841,32.79009342022021
2153,2018016826.0,1.0,1.0,2.0,4000.0,1020.0,,9999.0,,,,,,11.0,2018.0,7.0,53.0,4.0,1.0,2.0,2.0,12.0,3.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202202.0,743687.0,35.02025278512433,32.78771371467307
2162,2018016874.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2018.0,1.0,45.0,4.0,1.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
2175,2018016972.0,1.0,1.0,1.0,4000.0,559.0,579.0,,60323.0,,,,,11.0,2018.0,9.0,81.0,4.0,5.0,4.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196494.0,746099.0,34.959261127549034,32.80935799731844
2192,2018017124.0,1.0,1.0,1.0,4000.0,1012.0,191.0,,18380094.0,,,,,11.0,2018.0,5.0,88.0,4.0,5.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201291.0,745464.0,35.01049321166213,32.803722077335394
2259,2018017770.0,1.0,1.0,2.0,4000.0,1161.0,,9999.0,,,,,,11.0,2018.0,4.0,64.0,4.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196193.0,746758.0,34.95603069836289,32.815293765602114
2280,2018017920.0,1.0,1.0,2.0,4000.0,302.0,,4.0,,,,,,11.0,2018.0,2.0,73.0,4.0,5.0,2.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201135.0,745449.0,35.008827931463436,32.80358423367351
2312,2018018169.0,1.0,1.0,2.0,4000.0,859.0,,9999.0,,,,,,11.0,2018.0,9.0,74.0,4.0,1.0,2.0,2.0,12.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200223.0,746223.0,34.99907468858243,32.810547713117906
2396,2018018745.0,1.0,1.0,2.0,4000.0,628.0,,36.0,,,,,,11.0,2018.0,7.0,65.0,4.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199174.0,744475.0,34.98791211862767,32.79476733617398
2434,2018019036.0,1.0,1.0,2.0,4000.0,442.0,,9999.0,,,,,,11.0,2018.0,11.0,56.0,4.0,1.0,4.0,3.0,4.0,1.0,0.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205257.0,745551.0,35.052836023197685,32.80456496116628
2490,2018019316.0,1.0,1.0,1.0,4000.0,1206.0,607.0,,18290001.0,,,,,11.0,2018.0,12.0,45.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199249.0,743382.0,34.98873658217185,32.784913246155384
2496,2018019342.0,1.0,1.0,2.0,4000.0,309.0,,31.0,,,,,,11.0,2018.0,7.0,53.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201218.0,745563.0,35.00971186135081,32.80461354018699
2543,2018019669.0,1.0,1.0,2.0,4000.0,162.0,,8.0,,,,,,11.0,2018.0,10.0,63.0,4.0,1.0,6.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206726.0,747177.0,35.06849807632407,32.81924445413541
2574,2018019898.0,1.0,1.0,2.0,4000.0,303.0,,9999.0,,,,,,11.0,2018.0,11.0,79.0,4.0,5.0,7.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201247.0,745272.0,35.010027201416044,32.80199010549942
2588,2018020006.0,1.0,1.0,2.0,4000.0,210.0,,9999.0,,,,,,11.0,2018.0,3.0,22.0,4.0,5.0,6.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205484.0,747085.0,35.05523657195338,32.81839979931397
2617,2018020240.0,1.0,1.0,2.0,4000.0,1041.0,,9999.0,,,,,,11.0,2018.0,11.0,83.0,4.0,5.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201249.0,742634.0,35.01010028313104,32.77820352592704
2631,2018020342.0,1.0,1.0,2.0,4000.0,958.0,,21.0,,,,,,11.0,2018.0,6.0,68.0,4.0,1.0,6.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200369.0,745112.0,35.00065647171284,32.80053250165528
2648,2018020495.0,1.0,1.0,2.0,4000.0,210.0,,80.0,,,,,,11.0,2018.0,3.0,78.0,4.0,5.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,205730.0,746907.0,35.05786613095287,32.816797894570136
2686,2018020763.0,1.0,1.0,2.0,4000.0,215.0,,9999.0,,,,,,11.0,2018.0,7.0,83.0,4.0,5.0,7.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,206756.0,747474.0,35.06881436785931,32.82192281914767
2692,2018020810.0,1.0,1.0,1.0,4000.0,935.0,930.0,,8520521.0,,,,,11.0,2018.0,10.0,65.0,4.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,200482.0,745600.0,35.001852924617076,32.804934700476906
2711,2018020953.0,1.0,1.0,1.0,4000.0,654.0,649.0,,8870422.0,,,,,11.0,2018.0,2.0,31.0,4.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198584.0,744793.0,34.98160631436611,32.7976236596713
2713,2018020967.0,1.0,1.0,2.0,4000.0,625.0,,22.0,,,,,,11.0,2018.0,3.0,79.0,4.0,5.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,198853.0,745087.0,34.984471638429525,32.80027969984938
2737,2018021210.0,1.0,1.0,2.0,4000.0,1082.0,,9999.0,,,,,,11.0,2018.0,7.0,4.0,4.0,5.0,7.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196200.0,743881.0,34.956177550581714,32.78935240488225
2741,2018021244.0,1.0,1.0,2.0,4000.0,1300.0,,9999.0,,,,,,11.0,2018.0,2.0,62.0,4.0,1.0,5.0,3.0,4.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200673.0,744040.0,35.00392378507837,32.7908716233338
2837,2018022054.0,1.0,1.0,1.0,4000.0,856.0,823.0,,300526.0,,,,,11.0,2018.0,8.0,2.0,4.0,5.0,5.0,3.0,5.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200359.0,745947.0,35.00053252176141,32.80806142758603
2845,2018022148.0,1.0,1.0,2.0,4000.0,1022.0,,19.0,,,,,,11.0,2018.0,7.0,34.0,4.0,1.0,6.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,201377.0,744305.0,35.011433990568825,32.793272908539606
2864,2018022330.0,1.0,1.0,1.0,4000.0,195.0,275.0,,210131.0,,,,,11.0,2018.0,4.0,67.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206851.0,746234.0,35.069845725741914,32.810742956737286
2870,2018022396.0,1.0,1.0,2.0,4000.0,195.0,,56.0,,,,,,11.0,2018.0,5.0,67.0,4.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,1.0,8.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,203862.0,744235.0,35.03796386952578,32.792679789239884
2921,2018022865.0,1.0,1.0,2.0,4000.0,635.0,,9999.0,,,,,,11.0,2018.0,9.0,77.0,2.0,5.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,198871.0,746132.0,34.98464062735555,32.80970267215186
2935,2018022955.0,1.0,1.0,2.0,4000.0,309.0,,31.0,,,,,,11.0,2018.0,12.0,45.0,4.0,1.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201218.0,745563.0,35.00971186135081,32.80461354018699
2971,2018023273.0,1.0,1.0,2.0,4000.0,464.0,,9999.0,,,,,,11.0,2018.0,7.0,31.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,196346.0,743355.0,34.957749193280605,32.78461260290851
2992,2018023502.0,1.0,1.0,2.0,4000.0,772.0,,9999.0,,,,,,11.0,2018.0,5.0,53.0,4.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199595.0,743786.0,34.992421322977705,32.788562381081086
2993,2018023507.0,1.0,1.0,1.0,4000.0,1161.0,505.0,,14620222.0,,,,,11.0,2018.0,2.0,93.0,4.0,5.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198811.0,748178.0,34.98395442111118,32.828150031482835
2999,2018023534.0,1.0,1.0,2.0,4000.0,526.0,,9999.0,,,,,,11.0,2018.0,1.0,43.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,198224.0,748624.0,34.977675233801385,32.83216034229876
3018,2018023713.0,1.0,1.0,2.0,4000.0,309.0,,1.0,,,,,,11.0,2018.0,2.0,39.0,4.0,1.0,7.0,3.0,5.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200793.0,746294.0,35.00515948261623,32.811197744420475
