,pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,lon,lat
5927,2016045827.0,1.0,1.0,1.0,4000.0,1161.0,1185.0,,18380611.0,,,,,11.0,2016.0,7.0,66.0,4.0,1.0,5.0,3.0,3.0,0.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196750.0,744738.0,34.96202784974653,32.79709136766369
5945,2016045970.0,1.0,1.0,2.0,4000.0,195.0,,9999.0,,,,,,11.0,2016.0,11.0,95.0,4.0,5.0,5.0,3.0,3.0,0.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205213.0,745241.0,35.05237099796988,32.80176914862441
5984,2016046373.0,1.0,1.0,2.0,4000.0,810.0,,9999.0,,,,,,11.0,2016.0,7.0,81.0,4.0,5.0,5.0,2.0,11.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199491.0,746101.0,34.99126132776898,32.80943459329158
6044,2016046822.0,1.0,1.0,1.0,4000.0,856.0,847.0,,190525.0,,,,,11.0,2016.0,10.0,67.0,4.0,1.0,7.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200030.0,746411.0,34.997009978135246,32.81223948893004
6091,2016047265.0,1.0,1.0,2.0,4000.0,185.0,,9999.0,,,,,,11.0,2016.0,5.0,75.0,4.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,206807.0,747040.0,35.06936491668341,32.818010075217956
6097,2016047300.0,1.0,1.0,2.0,4000.0,909.0,,9999.0,,,,,,11.0,2016.0,5.0,76.0,4.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,2.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,199945.0,745371.0,34.99612423978972,32.8028604284585
6103,2016047356.0,1.0,1.0,2.0,4000.0,159.0,,9999.0,,,,,,11.0,2016.0,8.0,79.0,4.0,5.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,9.0,7.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,207619.0,747522.0,35.078029717380325,32.822365272958294
6105,2016047360.0,1.0,1.0,2.0,4000.0,367.0,,9999.0,,,,,,11.0,2016.0,11.0,43.0,4.0,1.0,6.0,3.0,10.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,204872.0,746137.0,35.048716206529825,32.80984382480298
6123,2016047530.0,1.0,1.0,1.0,4000.0,4067.0,,,,,,,,11.0,2016.0,9.0,48.0,4.0,1.0,3.0,3.0,2.0,0.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
6202,2016048051.0,1.0,1.0,2.0,4000.0,1465.0,,51.0,,,,,,11.0,2016.0,5.0,91.0,4.0,5.0,6.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200572.0,742614.0,35.00287458085276,32.77801177095033
6212,2016048200.0,1.0,1.0,1.0,4000.0,576.0,,,,,,,,11.0,2016.0,2.0,18.0,4.0,5.0,5.0,3.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,197220.0,744643.0,34.96704782108497,32.79624437496404
6218,2016048232.0,1.0,1.0,1.0,4000.0,1505.0,1507.0,,18380647.0,,,,,11.0,2016.0,2.0,27.0,4.0,5.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207007.0,749016.0,35.07147407905772,32.835829727938005
6244,2016048380.0,1.0,1.0,1.0,4000.0,210.0,261.0,,17560131.0,,,,,11.0,2016.0,4.0,96.0,3.0,5.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206029.0,746711.0,35.06106179941647,32.81503427897963
6256,2016048480.0,1.0,1.0,1.0,4000.0,1161.0,553.0,,18380310.0,,,,,11.0,2016.0,1.0,66.0,4.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,196903.0,748295.0,34.963574770230785,32.8291674552349
6258,2016048496.0,1.0,1.0,2.0,4000.0,191.0,,9999.0,,,,,,11.0,2016.0,3.0,93.0,4.0,5.0,6.0,3.0,10.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202573.0,744291.0,35.024202178147256,32.79316569344271
6352,2016049272.0,1.0,1.0,1.0,4000.0,264.0,1508.0,,18380717.0,,,,,11.0,2016.0,11.0,89.0,4.0,5.0,4.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206709.0,749014.0,35.068291274294225,32.83580827319235
6477,2016050337.0,1.0,1.0,2.0,4000.0,195.0,,9999.0,,,,,,11.0,2016.0,12.0,66.0,4.0,1.0,5.0,2.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,6.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205213.0,745241.0,35.05237099796988,32.80176914862441
6479,2016050343.0,1.0,1.0,2.0,4000.0,4067.0,,9999.0,,,,,,11.0,2016.0,8.0,45.0,4.0,1.0,6.0,3.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
6517,2016050538.0,1.0,1.0,2.0,4000.0,195.0,,9999.0,,,,,,11.0,2016.0,9.0,43.0,4.0,1.0,7.0,2.0,1.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,2.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,205213.0,745241.0,35.05237099796988,32.80176914862441
6526,2016050607.0,1.0,1.0,1.0,4000.0,1391.0,,,,,,,,11.0,2016.0,7.0,93.0,4.0,5.0,6.0,3.0,4.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201602.0,742328.0,35.0138739882193,32.77545013194902
6566,2016050936.0,1.0,1.0,2.0,4000.0,836.0,,9999.0,,,,,,11.0,2016.0,7.0,10.0,4.0,5.0,5.0,3.0,7.0,1.0,0.0,1.0,1.0,2.0,5.0,6.0,1.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199474.0,746301.0,34.99107550273739,32.811237658505604
6596,2016051123.0,1.0,1.0,1.0,4000.0,771.0,604.0,,110412.0,,,,,11.0,2016.0,5.0,56.0,4.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199311.0,743045.0,34.98940571113569,32.78187568539413
6609,2016051237.0,1.0,1.0,2.0,4000.0,203.0,,1.0,,,,,,11.0,2016.0,9.0,62.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,206388.0,746428.0,35.0648992442043,32.81248682584517
6646,2016051546.0,1.0,1.0,2.0,4000.0,1012.0,,204.0,,,,,,11.0,2016.0,6.0,30.0,4.0,1.0,4.0,1.0,8.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200989.0,744781.0,35.00728241816245,32.79755850354192
6662,2016051636.0,1.0,1.0,2.0,4000.0,1210.0,,9999.0,,,,,,11.0,2016.0,6.0,51.0,4.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
6726,2016052210.0,1.0,1.0,2.0,4000.0,191.0,,9999.0,,,,,,11.0,2016.0,1.0,42.0,4.0,1.0,4.0,3.0,10.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,202573.0,744291.0,35.024202178147256,32.79316569344271
6778,2016052722.0,1.0,1.0,2.0,4000.0,354.0,,9999.0,,,,,,11.0,2016.0,7.0,45.0,4.0,1.0,5.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,4.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199496.0,747700.0,34.991280295604874,32.82385264764081
6821,2016053064.0,1.0,1.0,2.0,4000.0,526.0,,9999.0,,,,,,11.0,2016.0,6.0,90.0,4.0,5.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,198224.0,748624.0,34.977675233801385,32.83216034229876
6902,2016053801.0,1.0,1.0,1.0,4000.0,886.0,823.0,,8480522.0,,,,,11.0,2016.0,3.0,64.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,200372.0,745830.0,35.00067373332184,32.807006678403816
6909,2016053831.0,1.0,1.0,1.0,4000.0,811.0,850.0,,16900623.0,,,,,11.0,2016.0,12.0,70.0,4.0,5.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,199547.0,746685.0,34.99184672860083,32.81470146158639
6959,2016054238.0,1.0,1.0,2.0,4000.0,1021.0,,5.0,,,,,,11.0,2016.0,1.0,46.0,4.0,1.0,5.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,2.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,201499.0,744383.0,35.01273489581741,32.79397822730987
6993,2016054482.0,1.0,1.0,1.0,4000.0,354.0,,,,,,,,11.0,2016.0,4.0,85.0,3.0,5.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,199496.0,747700.0,34.991280295604874,32.82385264764081
7013,2016054643.0,1.0,1.0,1.0,4000.0,958.0,914.0,,100516.0,,,,,11.0,2016.0,7.0,82.0,4.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200339.0,744959.0,35.000339331849915,32.79915239562751
7017,2016054685.0,1.0,1.0,1.0,4000.0,210.0,195.0,,210131.0,,,,,11.0,2016.0,9.0,81.0,4.0,5.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206851.0,746234.0,35.069845725741914,32.810742956737286
7029,2016054737.0,1.0,1.0,2.0,4000.0,625.0,,76.0,,,,,,11.0,2016.0,12.0,76.0,4.0,5.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,9.0,9.0,9.0,3.0,2.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,198929.0,744430.0,34.985297570698464,32.794357027485624
7038,2016054787.0,1.0,1.0,1.0,4000.0,195.0,,,,,,,,11.0,2016.0,5.0,85.0,4.0,5.0,7.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,1.0,4.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,205213.0,745241.0,35.05237099796988,32.80176914862441
7055,2016055029.0,1.0,1.0,1.0,4000.0,811.0,850.0,,16900623.0,,,,,11.0,2016.0,12.0,45.0,4.0,1.0,7.0,3.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199547.0,746685.0,34.99184672860083,32.81470146158639
7066,2016055120.0,1.0,1.0,1.0,4000.0,597.0,961.0,,17040433.0,,,,,11.0,2016.0,7.0,64.0,4.0,1.0,2.0,3.0,7.0,3.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,197467.0,747394.0,34.96961954457421,32.82105472906439
7080,2016055236.0,1.0,1.0,1.0,4000.0,191.0,1012.0,,18380094.0,,,,,11.0,2016.0,8.0,45.0,4.0,1.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201291.0,745464.0,35.01049321166213,32.803722077335394
7089,2016055296.0,1.0,1.0,1.0,4000.0,1161.0,,,,,,,,11.0,2016.0,5.0,51.0,4.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,4.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,196193.0,746758.0,34.95603069836289,32.815293765602114
7111,2016055443.0,1.0,1.0,1.0,4000.0,183.0,176.0,,390122.0,,,,,11.0,2016.0,3.0,67.0,4.0,1.0,5.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207044.0,747498.0,35.07188959317232,32.82214251801596
7112,2016055451.0,1.0,1.0,1.0,4000.0,415.0,354.0,,10710223.0,,,,,11.0,2016.0,7.0,42.0,4.0,1.0,5.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199501.0,747695.0,34.99133379907973,32.82380765427457
7126,2016055539.0,1.0,1.0,1.0,4000.0,129.0,264.0,,18380039.0,,,,,11.0,2016.0,1.0,66.0,4.0,1.0,6.0,3.0,2.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206544.0,749125.0,35.066527421365464,32.83680721686629
7130,2016055562.0,1.0,1.0,1.0,4000.0,622.0,601.0,,210411.0,,,,,11.0,2016.0,9.0,69.0,4.0,1.0,7.0,3.0,4.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,199009.0,743396.0,34.986174391729826,32.785035045661566
7178,2016055940.0,1.0,1.0,2.0,4000.0,574.0,,9999.0,,,,,,11.0,2016.0,6.0,71.0,4.0,1.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,196727.0,746283.0,34.961744455436886,32.81102194441197
7249,2016056450.0,1.0,1.0,2.0,4000.0,996.0,,10.0,,,,,,11.0,2016.0,3.0,31.0,1.0,1.0,5.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196307.0,745783.0,34.957272337761886,32.80650474648002
7287,2016056739.0,1.0,1.0,1.0,4000.0,116.0,228.0,,12160112.0,,,,,11.0,2016.0,2.0,63.0,4.0,1.0,2.0,3.0,15.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206139.0,749022.0,35.06220319427747,32.83587363916457
7298,2016056803.0,1.0,1.0,2.0,4000.0,554.0,,31.0,,,,,,11.0,2016.0,10.0,51.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,196596.0,747284.0,34.960321011903076,32.820045087317304
7305,2016056852.0,1.0,1.0,2.0,4000.0,275.0,,11.0,,,,,,11.0,2016.0,11.0,72.0,4.0,5.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,6.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,206964.0,746119.0,35.07105384816708,32.80970730295477
7312,2016056897.0,1.0,1.0,2.0,4000.0,1074.0,,9999.0,,,,,,11.0,2016.0,9.0,66.0,4.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,7.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,201205.0,744183.0,35.00960019893746,32.792170003206735
7355,2016057167.0,1.0,1.0,2.0,4000.0,856.0,,64.0,,,,,,11.0,2016.0,7.0,95.0,4.0,5.0,4.0,2.0,8.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,200526.0,745727.0,35.00232011751065,32.80608060391256
7387,2016057359.0,1.0,1.0,2.0,4000.0,195.0,,297.0,,,,,,11.0,2016.0,8.0,41.0,4.0,1.0,3.0,2.0,4.0,0.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,205213.0,745241.0,35.05237099796988,32.80176914862441
7477,2016058067.0,1.0,1.0,1.0,4000.0,464.0,1192.0,,18380271.0,,,,,11.0,2016.0,9.0,48.0,4.0,1.0,1.0,3.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,11.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,196817.0,743403.0,34.96277569088266,32.78505521295179
7541,2016058512.0,1.0,1.0,1.0,4000.0,690.0,704.0,,230425.0,,,,,11.0,2016.0,8.0,65.0,4.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198382.0,745891.0,34.97942482084439,32.807520334145046
7554,2016058630.0,1.0,1.0,2.0,4000.0,1012.0,,9999.0,,,,,,11.0,2016.0,6.0,54.0,4.0,1.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,4.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,201658.0,744832.0,35.01442370863493,32.79802940405731
7555,2016058632.0,1.0,1.0,1.0,4000.0,195.0,274.0,,18160001.0,,,,,11.0,2016.0,10.0,37.0,4.0,1.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,203793.0,744193.0,35.03722797076129,32.792300097456405
7564,2016058668.0,1.0,1.0,2.0,4000.0,958.0,,9999.0,,,,,,11.0,2016.0,12.0,77.0,4.0,5.0,7.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200326.0,744951.0,35.00020070589654,32.79908003424462
7589,2016058821.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2016.0,9.0,57.0,4.0,1.0,7.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
7696,2016059608.0,1.0,1.0,1.0,4000.0,614.0,492.0,,16960411.0,,,,,11.0,2016.0,1.0,83.0,4.0,5.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,4.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,199073.0,742664.0,34.986873624084105,32.77843585561363
7703,2016059637.0,1.0,1.0,1.0,4000.0,210.0,205.0,,170131.0,,,,,11.0,2016.0,11.0,59.0,4.0,1.0,5.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,206298.0,746545.0,35.063936577898474,32.81354072907716
7707,2016059652.0,1.0,1.0,2.0,4000.0,1084.0,,24.0,,,,,,11.0,2016.0,2.0,85.0,4.0,5.0,3.0,3.0,2.0,0.0,3.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,201661.0,743692.0,35.014477588307,32.787750175384325
7721,2016059791.0,1.0,1.0,1.0,4000.0,140.0,129.0,,12600112.0,,,,,11.0,2016.0,3.0,53.0,4.0,1.0,6.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,206301.0,748608.0,35.06393933724894,32.832142607614564
7726,2016059828.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2016.0,5.0,13.0,4.0,5.0,3.0,2.0,11.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
7768,2016060202.0,1.0,1.0,2.0,4000.0,0.0,,9999.0,,,,,,11.0,2016.0,6.0,55.0,4.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,2.0,201127.0,745458.0,35.008742339642424,32.803665252263684
7805,2016060491.0,1.0,1.0,1.0,4000.0,1090.0,1022.0,,7910213.0,,,,,11.0,2016.0,6.0,84.0,4.0,5.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,1.0,201243.0,744500.0,35.009999644623505,32.7950289928702
7826,2016060664.0,1.0,1.0,1.0,4000.0,635.0,813.0,,9790431.0,,,,,11.0,2016.0,2.0,51.0,4.0,1.0,6.0,3.0,2.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,198356.0,746803.0,34.979126465997716,32.815743213717695
7975,2016061810.0,1.0,1.0,2.0,4000.0,215.0,,57.0,,,,,,11.0,2016.0,2.0,38.0,4.0,1.0,6.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,31.0,311.0,0.0,13.0,1.0,207371.0,747101.0,35.075386803744465,32.81856645769689
8022,2016062216.0,1.0,1.0,2.0,4000.0,276.0,,11.0,,,,,,11.0,2016.0,12.0,82.0,4.0,5.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,207101.0,746219.0,35.07251533663215,32.8106105434393
8076,2016062588.0,1.0,1.0,2.0,4000.0,621.0,,9999.0,,,,,,11.0,2016.0,9.0,81.0,4.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,1.0,3.0,31.0,311.0,0.0,13.0,3.0,199531.0,743709.0,34.991739778504005,32.787866921335194
8096,2016062718.0,1.0,1.0,2.0,4000.0,662.0,,9999.0,,,,,,11.0,2016.0,8.0,45.0,4.0,1.0,2.0,3.0,11.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,3.0,200410.0,744228.0,35.001112342556645,32.792562275839074
8131,2016062954.0,1.0,1.0,2.0,4000.0,195.0,,287.0,,,,,,11.0,2016.0,9.0,87.0,4.0,5.0,3.0,3.0,8.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,8.0,4.0,9.0,0.0,0.0,9.0,3.0,31.0,311.0,0.0,13.0,1.0,207128.0,746537.0,35.07279940610461,32.81347822359612
